mean,title
3.75,Noises Off... (1992)
3.75,Versus (2000)
3.75,Hardcore Henry (2015)
3.75,Glory Road (2006)
3.75,Camille Claudel (1988)
3.75,Luxo Jr. (1986)
1.88,Cheaper by the Dozen 2 (2005)
3.75,"Virgin Spring, The (Jungfrukällan) (1960)"
2.5,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006)
3.75,Project A 2 ('A' gai wak juk jap) (1987)
3.75,We Are Marshall (2006)
3.75,Rapid Fire (1992)
2.5,Caveman (1981)
1.88,Marked for Death (1990)
2.5,Exorcist: The Beginning (2004)
3.75,Intimate Strangers (Confidences trop intimes) (2004)
3.75,Office Romance (1977)
3.75,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)"
3.75,Soul Plane (2004)
3.75,Chris Rock: Bigger & Blacker (1999)
3.75,Fubar (2002)
3.75,Cube 2: Hypercube (2002)
3.75,"Yes Men, The (2003)"
3.75,Need for Speed (2014)
3.75,Sherlock Holmes: Dressed to Kill (1946)
3.75,Charlotte Gray (2001)
3.75,Jalla! Jalla! (2000)
3.75,"Honest Liar, An (2014)"
3.75,Burnt Offerings (1976)
1.88,Transformers: Age of Extinction (2014)
2.5,"Fast, Cheap & Out of Control (1997)"
3.75,Angels with Dirty Faces (1938)
3.75,Only God Forgives (2013)
1.88,"Smurfs 2, The (2013)"
2.5,Pan (2015)
3.75,Mandela: Long Walk to Freedom (2013)
3.75,Take Shelter (2011)
3.75,Big Eyes (2014)
2.5,To Be or Not to Be (1942)
2.5,Around the World in 80 Days (2004)
3.75,Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014)
3.75,Iliza Shlesinger: Freezing Hot (2015)
3.75,You're Next (2011)
2.5,Extreme Measures (1996)
3.75,Tokyo Drifter (Tôkyô nagaremono) (1966)
2.5,Birth (2004)
3.75,"Century of the Self, The (2002)"
3.75,"Competition, The (1980)"
3.75,Dear Frankie (2004)
2.5,Jobs (2013)
3.75,They Call Me Trinity (1971)
2.5,Unbroken (2014)
3.75,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)"
3.75,Short Term 12 (2013)
3.75,Trance (2013)
3.75,The Cobbler (2015)
3.75,The Overnight (2015)
3.75,Washington Square (1997)
3.75,Drive Angry (2011)
3.75,Burden of Dreams (1982)
3.75,About Adam (2000)
3.75,"Eyes of Tammy Faye, The (2000)"
3.75,We Own the Night (2007)
3.75,"Ordet (Word, The) (1955)"
3.75,Desk Set (1957)
3.75,Lenny (1974)
3.75,Keeping Up with the Joneses (2016)
2.5,Avalanche (1978)
3.75,"Unsinkable Molly Brown, The (1964)"
3.75,"Midnight Clear, A (1992)"
3.75,Wheels on Meals (Kuai can che) (1984)
2.5,"Corruptor, The (1999)"
3.75,That Touch of Mink (1962)
3.75,"Snowman, The (1982)"
3.75,Scarface (1932)
2.5,Man of the Year (2006)
3.75,Infamous (2006)
3.75,Martha Marcy May Marlene (2011)
3.75,Dr. Jekyll and Mr. Hyde (1941)
3.75,"Troll Hunter, The (Trolljegeren) (2010)"
3.75,For Whom the Bell Tolls (1943)
3.75,Manufactured Landscapes (2006)
2.5,Max Keeble's Big Move (2001)
3.75,Mean Creek (2004)
3.75,Extremities (1986)
2.5,Evangelion: 3.0 You Can (Not) Redo (2012)
2.5,Playing God (1997)
3.75,Man Up (2015)
3.75,Alice (Neco z Alenky) (1988)
3.75,Lonesome Dove (1989)
1.88,San Andreas (2015)
3.75,Halloweentown High (2004)
2.5,"Adventures of Huck Finn, The (1993)"
1.88,Sharknado (2013)
3.75,"Librarian: Quest for the Spear, The (2004)"
3.75,"Cry in the Dark, A (1988)"
3.75,The Infiltrator (2016)
3.75,National Velvet (1944)
3.75,Follow the Fleet (1936)
3.75,Stoker (2013)
2.5,Black Mass (2015)
3.75,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994)
2.33,Black Sheep (2006)
2.33,The Fate of the Furious (2017)
2.33,Guess Who (2005)
2.33,Against All Odds (1984)
2.33,"Invisible, The (2007)"
2.33,"Cat from Outer Space, The (1978)"
2.33,License to Wed (2007)
2.33,Battleship (2012)
2.33,Home Fries (1998)
2.33,Babylon A.D. (2008)
2.33,Drinking Buddies (2013)
2.33,Poison Ivy: New Seduction (1997)
2.33,Dumb and Dumber To (2014)
2.33,Poison Ivy II (1996)
2.33,"Big Green, The (1995)"
2.33,"Pope of Greenwich Village, The (1984)"
2.33,Herbie Goes to Monte Carlo (1977)
2.33,Paparazzi (2004)
2.33,Twilight (1998)
2.33,Blood and Wine (Blood & Wine) (1996)
2.33,Kull the Conqueror (1997)
2.33,Steamboat Willie (1928)
2.33,Steel (1997)
2.33,Shakes the Clown (1992)
2.33,Cobra (1986)
2.33,Alfie (2004)
2.33,Big Business (1988)
2.33,"Adventures of Pluto Nash, The (2002)"
2.33,Urban Cowboy (1980)
2.33,License to Drive (1988)
2.33,Greenberg (2010)
2.33,"Punisher, The (1989)"
2.33,Destiny Turns on the Radio (1995)
2.33,Hoodlum (1997)
2.33,Curly Sue (1991)
2.33,Leap of Faith (1992)
2.33,Remo Williams: The Adventure Begins (1985)
2.33,"Scout, The (1994)"
2.33,Fool's Gold (2008)
3.5,Mute Witness (1994)
3.5,Who Am I? (Wo shi shei) (1998)
3.5,I'm Not There (2007)
3.5,Detour (1945)
3.5,"Gauntlet, The (1977)"
3.5,Love in the Afternoon (1957)
3.5,Legend (2015)
3.5,Heavy (1995)
3.5,Nadja (1994)
3.5,Cop Car (2015)
3.5,Out of Time (2003)
3.5,Imitation of Life (1959)
3.5,Band of Outsiders (Bande à part) (1964)
3.5,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)"
3.5,Hamlet (1948)
3.5,"Browning Version, The (1994)"
1.75,Leave It to Beaver (1997)
3.5,Besieged (a.k.a. L' Assedio) (1998)
3.5,Communion (1989)
3.5,Jesus' Son (1999)
1.75,Porky's II: The Next Day (1983)
3.5,Pork Chop Hill (1959)
3.5,"Kings of Summer, The (2013)"
3.5,Eat Pray Love (2010)
3.5,"Caveman's Valentine, The (2001)"
3.5,Dear God (1996)
3.5,Whatever (1998)
3.5,Rape Me (Baise-moi) (2000)
3.5,Zebraman (2004)
3.5,Drillbit Taylor (2008)
3.5,Tuesdays with Morrie (1999)
3.5,"Class, The (Klass) (2007)"
3.5,Himalaya (Himalaya - l'enfance d'un chef) (1999)
3.5,American Pop (1981)
3.5,"Boxer, The (1997)"
1.75,House II: The Second Story (1987)
3.5,"Nativity Story, The (2006)"
3.5,"Hills Have Eyes, The (1977)"
3.5,"Silence, The (Tystnaden) (1963)"
3.5,Explorers (1985)
3.5,"Story of O, The (Histoire d'O) (1975)"
3.5,Bhaji on the Beach (1993)
3.5,When We First Met (2018)
3.5,My Life Without Me (2003)
3.5,Somebody to Love (1994)
3.5,Alaska (1996)
3.5,"Children's Hour, The (1961)"
3.5,Bring Me the Head of Alfredo Garcia (1974)
3.5,"Hunchback of Notre Dame, The (1939)"
3.5,Aileen: Life and Death of a Serial Killer (2003)
3.5,"Little Princess, The (1939)"
3.5,"What's New, Pussycat (1965)"
3.5,Little Women (1949)
3.5,Anna Karenina (1935)
3.5,"Gay Divorcee, The (1934)"
3.5,The Do-Over (2016)
3.5,Underneath (1995)
3.5,C.R.A.Z.Y. (2005)
3.5,Sunshine State (2002)
3.5,Return of the Secaucus 7 (1980)
3.5,Spirit: Stallion of the Cimarron (2002)
3.5,"Thing Called Love, The (1993)"
3.5,Black Christmas (1974)
1.75,Seed of Chucky (Child's Play 5) (2004)
3.5,"Magnificent Ambersons, The (1942)"
3.5,Respiro (2002)
3.5,Chaplin (1992)
3.5,Beauty and the Beast (2017)
3.5,1776 (1972)
3.5,Maya Lin: A Strong Clear Vision (1994)
3.5,Nelly & Monsieur Arnaud (1995)
3.5,Salaam Bombay! (1988)
3.5,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)"
3.5,"Snake Pit, The (1948)"
3.5,Scorched (2003)
3.5,Kickboxer 2: The Road Back (1991)
3.5,Iron Will (1994)
3.5,Please Don't Eat the Daisies (1960)
3.5,Milagro Beanfield War (1988)
3.5,"Invisible Man, The (1933)"
3.5,I Killed My Mother (J'ai tué ma mère) (2009)
1.75,Mr. Magoo (1997)
3.5,"Girl Walks Home Alone at Night, A (2014)"
3.5,Race to Witch Mountain (2009)
3.5,"Distinguished Gentleman, The (1992)"
3.5,American Flyers (1985)
3.5,"Soloist, The (2009)"
3.5,Bent (1997)
3.5,The Mule (2014)
3.5,"Pompatus of Love, The (1996)"
3.5,Au Hasard Balthazar (1966)
3.5,Frenzy (1972)
3.5,Miracle Mile (1989)
3.5,"Diamond Arm, The (Brilliantovaya ruka) (1968)"
3.5,Stander (2003)
3.5,Black Dynamite (2009)
3.5,Norma Rae (1979)
3.5,Blackadder Back & Forth (1999)
3.5,Mr. Deeds Goes to Town (1936)
3.5,Let It Ride (1989)
3.5,"Paradine Case, The (1947)"
3.5,Marley (2012)
3.5,Paranormal Activity 3 (2011)
3.5,"Inbetweeners 2, The (2014)"
3.5,ParaNorman (2012)
3.5,Meet Dave (2008)
3.5,Felon (2008)
3.5,'Round Midnight (1986)
3.5,Fellini's Casanova (Il Casanova di Federico Fellini) (1976)
3.5,"Zone, The (La Zona) (2007)"
3.5,Death Race 2 (2010)
3.5,Stage Fright (1950)
3.5,Rare Birds (2001)
3.5,Crystal Fairy & the Magical Cactus and 2012 (2013)
3.5,"Slammin' Salmon, The (2009)"
3.5,Human Traffic (1999)
3.5,Up at the Villa (2000)
3.5,High Art (1998)
3.5,"Razor's Edge, The (1984)"
3.5,Your Friends and Neighbors (1998)
3.5,Brief Encounter (1946)
3.5,Dead End (2003)
3.5,"Librarian: Return to King Solomon's Mines, The (2006)"
3.5,"Sand Pebbles, The (1966)"
3.5,Venus (2006)
3.5,"Sheltering Sky, The (1990)"
3.5,Kandahar (Safar e Ghandehar) (2001)
3.5,"Business of Strangers, The (2001)"
3.5,Sudden Impact (1983)
3.5,"Hoax, The (2007)"
1.4,Ernest Goes to Camp (1987)
3.5,Terri (2011)
3.5,Barfly (1987)
3.5,"Woman, The (2011)"
3.5,The Jane Austen Book Club (2007)
3.5,She's So Lovely (1997)
3.5,"Fighting Seabees, The (1944)"
3.5,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009)
3.5,"Assassination of Richard Nixon, The (2004)"
3.5,The Way (2010)
3.5,Heart Condition (1990)
3.5,Bully (2011)
3.5,Curious George (2006)
3.5,Igor (2008)
1.75,Haunted Honeymoon (1986)
3.5,Seconds (1966)
3.5,"Serpent and the Rainbow, The (1988)"
3.5,Biloxi Blues (1988)
3.5,"Lifeguard, The (2013)"
3.5,Airport 1975 (1974)
3.5,"Old Man and the Sea, The (1958)"
3.5,"Man Who Cried, The (2000)"
3.5,Bernie (2011)
3.5,Jabberwocky (1977)
3.5,Polish Wedding (1998)
3.5,Safe (2012)
3.5,Subway (1985)
3.5,Red Riding Hood (2011)
3.25,"Wizard, The (1989)"
3.25,Going My Way (1944)
1.62,Ernest Saves Christmas (1988)
3.25,Anomalisa (2015)
3.25,Juliet of the Spirits (Giulietta degli spiriti) (1965)
3.25,Step Up 2 the Streets (2008)
3.25,Bad Company (1995)
3.25,Woyzeck (1979)
3.25,Chinese Box (1997)
3.25,Stop-Loss (2008)
1.62,Weekend at Bernie's II (1993)
3.25,"Eye, The (Gin gwai) (Jian gui) (2002)"
3.25,"Cotton Club, The (1984)"
3.25,Get a Job (2016)
3.25,Surviving the Game (1994)
3.25,Devil (2010)
3.25,Middle Men (2009)
2.17,"Boy Who Could Fly, The (1986)"
3.25,Unbelievable Adventures of Italians in Russia (1974)
3.25,Something Borrowed (2011)
2.17,Basic Instinct 2 (2006)
3.25,Duets (2000)
3.25,Gross Anatomy (a.k.a. A Cut Above) (1989)
3.25,The Ridiculous 6 (2015)
3.25,For the Bible Tells Me So (2007)
3.25,"Last Seduction, The (1994)"
3.25,Down in the Valley (2005)
3.25,Rocket Science (2007)
1.62,Angel Eyes (2001)
3.25,Paper Clips (2004)
3.25,"Misfits, The (1961)"
3.25,"Brave One, The (2007)"
3.25,"Whistleblower, The (2010)"
3.25,And the Band Played On (1993)
3.25,"Fountainhead, The (1949)"
3.25,"Hard Way, The (1991)"
2.17,Airport (1970)
3.25,"Last House on the Left, The (1972)"
3.25,Scanners (1981)
3.25,"Big Country, The (1958)"
3.25,Strange Wilderness (2008)
3.25,Reefer Madness (a.k.a. Tell Your Children) (1938)
3.25,Treasure Island (1950)
3.25,How to Kill Your Neighbor's Dog (2000)
3.25,Wuthering Heights (1939)
2.17,"In-Laws, The (2003)"
3.25,Fred Armisen: Standup for Drummers (2018)
3.25,Mon oncle d'Amérique (1980)
3.25,Cloak & Dagger (1984)
3.25,Jurassic World: Fallen Kingdom (2018)
3.25,St. Vincent (2014)
2.17,"Next Best Thing, The (2000)"
3.25,Escaflowne: The Movie (Escaflowne) (2000)
3.25,"Big Tease, The (1999)"
2.17,Land Before Time III: The Time of the Great Giving (1995)
3.25,Minnie and Moskowitz (1971)
2.17,Stretch (2014)
3.25,"War Zone, The (1999)"
3.25,Double Impact (1991)
3.25,Angel's Egg (Tenshi no tamago) (1985)
2.17,"My Father the Hero (Mon père, ce héros.) (1991)"
3.25,Snake in the Eagle's Shadow (Se ying diu sau) (1978)
3.25,Victor Frankenstein (2015)
3.25,Sabotage (1936)
3.25,Pépé le Moko (1937)
2.17,Piranha 3DD (a.k.a. Piranha DD) (2012)
3.25,Absence of Malice (1981)
3.25,Blind Fury (1989)
3.25,Highway 61 (1991)
3.25,Death of a President (2006)
3.25,Catch a Fire (2006)
3.25,Quigley Down Under (1990)
3.25,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993)
3.25,The Edge of Seventeen (2016)
3.25,"Deep End of the Ocean, The (1999)"
3.25,Robin and Marian (1976)
3.25,Warriors of Heaven and Earth (Tian di ying xiong) (2003)
3.25,Stone (2010)
3.25,Crime Story (Zhong an zu) (1993)
3.25,Secret Ballot (Raye makhfi) (2001)
3.25,Stranger in the House (1997)
2.17,Barbershop 2: Back in Business (2004)
3.25,Blood: The Last Vampire (2000)
3.25,Send Me No Flowers (1964)
3.25,"Masque of the Red Death, The (1964)"
3.25,"Very Harold & Kumar 3D Christmas, A (2011)"
3.25,Ghost in the Shell: Stand Alone Complex - The Laughing Man (2005)
3.25,"Adventures of Sebastian Cole, The (1998)"
3.25,Evil Dead (2013)
2.17,Piranha (Piranha 3D) (2010)
3.25,Undead (2003)
3.25,"Ant Bully, The (2006)"
3.25,Bangkok Dangerous (2008)
3.25,Fright Night (2011)
3.25,2001 Maniacs (2005)
3.25,Camp (2003)
3.25,"Brown Bunny, The (2003)"
3.25,Our Idiot Brother (2011)
2.17,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009)
3.25,Baby Boom (1987)
3.25,"Grass Is Greener, The (1960)"
3.25,Rough Night (2017)
3.25,Soul Food (1997)
3.25,Bride & Prejudice (2004)
3.25,"Principal, The (1987)"
2.17,"House of Mirth, The (2000)"
3.25,Shiloh (1997)
3.25,Justice League: Crisis on Two Earths (2010)
2.17,Buddy (1997)
3.25,"Christmas Carol, A (Scrooge) (1951)"
3.25,"Vie en Rose, La (Môme, La) (2007)"
3.25,Man of Tai Chi (2013)
3.25,Swiss Army Man (2016)
3.25,Death at a Funeral (2010)
2.17,Out to Sea (1997)
3.25,Da Sweet Blood of Jesus (2014)
3.25,Blackboard Jungle (1955)
3.25,The Spectacular Now (2013)
3.25,Tortilla Soup (2001)
2.17,Godzilla (Gojira) (1954)
3.25,"Portrait of a Lady, The (1996)"
3.25,Blue Is the Warmest Color (La vie d'Adèle) (2013)
3.25,Dead Silence (2007)
3.25,Serving Sara (2002)
2.17,Meet Wally Sparks (1997)
3.25,"Affair of the Necklace, The (2001)"
3.25,"Filth and the Fury, The (2000)"
3.25,Frozen (2010)
3.25,"Last Stand, The (2013)"
3.25,"Brief History of Time, A (1991)"
3.25,The True Memoirs of an International Assassin (2016)
3.25,No Reservations (2007)
2.17,Max Payne (2008)
1.3,When a Stranger Calls (2006)
3.25,Tuck Everlasting (2002)
3.25,First Snow (2006)
2.17,Halloween III: Season of the Witch (1982)
3.25,"Circle, The (Dayereh) (2000)"
3.25,"Grey Zone, The (2001)"
2.17,School Daze (1988)
3.25,That Darn Cat (1997)
3.25,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987)
3.25,Mother! (2017)
3.25,Female Trouble (1975)
2.17,Valley Girl (1983)
3.25,True Story (2015)
2.17,Little Black Book (2004)
3.25,Danny Deckchair (2003)
3.25,High Crimes (2002)
2.17,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)
3.25,JCVD (2008)
2.17,Tooth Fairy (2010)
3.25,Revenge of the Pink Panther (1978)
3.25,Jackass Presents: Bad Grandpa (2013)
3.25,Taxi 3 (2003)
3.25,Philomena (2013)
3.25,Our Hospitality (1923)
2.17,Run All Night (2015)
3.25,Spun (2001)
3.25,Reds (1981)
3.0,Don't Be Afraid of the Dark (2010)
2.0,Spy Kids 3-D: Game Over (2003)
3.0,Johnny Be Good (1988)
2.0,Boys and Girls (2000)
3.0,Southland Tales (2006)
3.0,Annabelle (2014)
3.0,Wrong Turn (2003)
3.0,Biggles (1986)
3.0,Fever Pitch (1997)
3.0,Sherlock Jr. (1924)
3.0,Whatever Works (2009)
3.0,High Rise (2015)
3.0,Boiling Point (1993)
3.0,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990)
3.0,"Hot Spot, The (1990)"
3.0,War of the Worlds (2005)
2.0,Friday the 13th Part VIII: Jason Takes Manhattan (1989)
3.0,Talk Radio (1988)
3.0,Here on Earth (2000)
2.0,Nightwatch (1997)
3.0,Barefoot (2014)
3.0,Being Human (1993)
3.0,No Escape (1994)
3.0,Rose Red (2002)
3.0,Christina P: Mother Inferior (2017)
3.0,Quadrophenia (1979)
2.0,High School Musical (2006)
3.0,Still Crazy (1998)
2.0,Halloween: Resurrection (Halloween 8) (2002)
3.0,Cats Don't Dance (1997)
3.0,"Guru, The (2002)"
3.0,Push (2009)
3.0,Lights Out (2016)
3.0,Onegin (1999)
3.0,Beasts of No Nation (2015)
2.0,Beyond the Poseidon Adventure (1979)
2.0,"Witchfinder General (Conquerer Worm, The) (1968)"
3.0,"Sugarland Express, The (1974)"
3.0,Angel Baby (1995)
2.0,Burnt (2015)
3.0,"Last Mimzy, The (2007)"
3.0,Lassie (1994)
3.0,Clay Pigeons (1998)
3.0,People I Know (2002)
3.0,Top Five (2014)
3.0,Veronica Guerin (2003)
3.0,Italian for Beginners (Italiensk for begyndere) (2000)
3.0,"Program, The (1993)"
3.0,The Second Best Exotic Marigold Hotel (2015)
3.0,Love's Labour's Lost (2000)
3.0,"History Boys, The (2006)"
3.0,The Neon Demon (2016)
3.0,[REC]³ 3 Génesis (2012)
3.0,Bronco Billy (1980)
3.0,Brother Bear (2003)
3.0,Permanent Midnight (1998)
3.0,Unzipped (1995)
3.0,"Dangerous Method, A (2011)"
2.0,Millennium (1989)
2.0,Timeline (2003)
3.0,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)"
3.0,Dark Skies (2013)
3.0,"Package, The (1989)"
1.5,April Fool's Day (1986)
1.5,Police Academy 6: City Under Siege (1989)
3.0,Reno 911!: Miami (2007)
3.0,Indie Game: The Movie (2012)
3.0,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)"
3.0,"Lion King II: Simba's Pride, The (1998)"
3.0,Crazy in Alabama (1999)
3.0,"Glass Menagerie, The (1987)"
3.0,Ariel (1988)
3.0,"International, The (2009)"
2.0,Bad Words (2013)
1.5,Exorcist II: The Heretic (1977)
3.0,Denis Leary: No Cure for Cancer (1993)
3.0,Oldboy (2013)
2.0,Disturbing Behavior (1998)
3.0,Ashby (2015)
2.0,Two Girls and a Guy (1997)
3.0,Lone Survivor (2013)
3.0,Sniper (1993)
3.0,Pride and Glory (2008)
3.0,Tom & Viv (1994)
3.0,"Christmas Carol, A (2009)"
3.0,"SpongeBob SquarePants Movie, The (2004)"
3.0,"Safety of Objects, The (2001)"
2.0,Alligator (1980)
3.0,Violet & Daisy (2011)
3.0,Sea of Love (1989)
2.0,Aces: Iron Eagle III (1992)
3.0,Enough Said (2013)
3.0,"Perez Family, The (1995)"
3.0,Stealing Home (1988)
3.0,Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983)
3.0,Music From Another Room (1998)
3.0,Puncture (2011)
3.0,Lakeview Terrace (2008)
3.0,Time Code (2000)
3.0,Prancer (1989)
3.0,"Fearless Hyena, The (Xiao quan guai zhao) (1979)"
3.0,"Steal Big, Steal Little (1995)"
3.0,Friday the 13th (2009)
3.0,Blackfish (2013)
3.0,"Eyes Without a Face (Yeux sans visage, Les) (1959)"
2.0,The Chumscrubber (2005)
2.0,Breakin' (1984)
3.0,Heartbeats (Les amours imaginaires) (2010)
3.0,Ewoks: The Battle for Endor (1985)
3.0,Too Many Cooks (2014)
3.0,"Adventures of Ford Fairlane, The (1990)"
3.0,Boys Life (1995)
3.0,Imaginary Heroes (2004)
3.0,"Notorious Bettie Page, The (2005)"
3.0,Nim's Island (2008)
3.0,Point Blank (1967)
3.0,Hoffa (1992)
3.0,Last Days (2005)
1.5,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002)
3.0,High Society (1956)
2.0,Ride Along 2 (2016)
3.0,Fat Girl (À ma soeur!) (2001)
3.0,Insidious: Chapter 2 (2013)
2.0,Superhero Movie (2008)
3.0,Only the Strong (1993)
3.0,"Zed & Two Noughts, A (1985)"
3.0,Two Mules for Sister Sara (1970)
3.0,The Walk (2015)
3.0,Only Angels Have Wings (1939)
3.0,Close Range (2015)
3.0,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)"
2.0,Dark Water (2005)
3.0,"Fall of the House of Usher, The (House of Usher) (1960)"
3.0,Welcome to Me (2014)
3.0,Shaun the Sheep Movie (2015)
2.0,RV (2006)
3.0,Planes (2013)
3.0,"Perfect Man, The (2005)"
3.0,"French Lieutenant's Woman, The (1981)"
2.0,Air Bud: Golden Receiver (1998)
3.0,Flesh & Blood (1985)
3.0,In This World (2002)
3.0,Creep (2014)
3.0,Steamboy (Suchîmubôi) (2004)
3.0,Open Season (2006)
2.0,Navy Seals (1990)
3.0,Quo Vadis (1951)
3.0,Love Story (1970)
3.0,World's Greatest Dad (2009)
3.0,"Contempt (Mépris, Le) (1963)"
3.0,"Simple Wish, A (1997)"
3.0,Gridiron Gang (2006)
2.0,Under the Rainbow (1981)
2.0,Kika (1993)
3.0,Grace of My Heart (1996)
3.0,My Family (1995)
3.0,Epic (2013)
3.0,8 Seconds (1994)
3.0,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993)
3.0,Dangerous Ground (1997)
3.0,"Art of Getting By, The (2011)"
3.0,Kit Kittredge: An American Girl (2008)
2.0,New Year's Eve (2011)
3.0,Comedian (2002)
3.0,Gang Related (1997)
3.0,Flying Tigers (1942)
2.0,"Banger Sisters, The (2002)"
3.0,"Kiss Me, Guido (1997)"
3.0,"Family Thing, A (1996)"
3.0,Trail of the Pink Panther (1982)
3.0,"Invasion, The (2007)"
3.0,Puppet Master III: Toulon's Revenge (1991)
3.0,Contraband (2012)
3.0,Mean Machine (2001)
3.0,My Crazy Life (Mi vida loca) (1993)
2.0,Killer Klowns from Outer Space (1988)
3.0,Wrong Turn 2: Dead End (2007)
2.0,"Texas Chainsaw Massacre 2, The (1986)"
1.83,"Beautician and the Beast, The (1997)"
2.75,"Santa Clause 3: The Escape Clause, The (2006)"
2.75,"Rocker, The (2008)"
2.75,Feast (2005)
2.75,Pickpocket (1959)
2.75,"Slumber Party Massacre, The (1982)"
2.75,"Marine, The (2006)"
2.75,Tully (2000)
1.83,Making Mr. Right (1987)
2.75,"Pink Panther 2, The (2009)"
1.38,Smokey and the Bandit III (1983)
2.75,The Purge: Election Year (2016)
2.75,Banana Joe (1981)
2.75,Stolen Summer (2002)
1.83,Wildcats (1986)
2.75,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)
2.75,Rachel Getting Married (2008)
2.75,Footloose (2011)
2.75,Azumi (2003)
2.75,Marvel One-Shot: Item 47 (2012)
2.75,Grind (2003)
2.75,Life or Something Like It (2002)
2.75,Blood for Dracula (Andy Warhol's Dracula) (1974)
2.75,City Hunter (Sing si lip yan) (1993)
2.75,Exit Wounds (2001)
2.75,Paper Heart (2009)
2.75,Foul Play (1978)
2.75,Chef (2014)
2.75,Syrup (2013)
2.75,Radio Flyer (1992)
2.75,Twisted (2004)
2.75,Project X (1987)
1.83,R.I.P.D. (2013)
2.75,After the Fox (Caccia alla volpe) (1966)
2.75,Extremely Loud and Incredibly Close (2011)
1.83,Maid to Order (1987)
2.75,"Fuck You, Goethe (Fack Ju Göhte) (2013)"
2.75,Barbarians at the Gate (1993)
2.75,One True Thing (1998)
2.75,"Private Eyes, The (1981)"
2.75,Takers (2010)
2.75,"Class, The (Entre les murs) (2008)"
2.75,"Sound of Thunder, A (2005)"
2.75,Journey to the Center of the Earth (1959)
2.75,Funny Bones (1995)
2.75,Popstar: Never Stop Never Stopping (2016)
